channel_id,average_views,average_views_ads,average_views_except_short,average_views_short,engagement_rate,engagement_rate_last_10,subs_growth_3_months,subs_growth_3_months_amount,short_ratio,total_videos,trend_count,format1_long,format1_short,topic1_long,topic1_short,topic2_long,topic2_short
UC9G7V6-HU_Cg7-yWLO1rH6w,182004,63518,147510,207972,1.27,0.87,0,0,57.05,312,1,튜토리얼,튜토리얼,"뷰티 & 메이크업","뷰티 & 메이크업","피트니스 & 다이어트","패션 & 의류"
UCa0PFt7V7K7xkYljapAiIVQ,4695,2790,3233,6358,1.39,1.59,-0.18,-10,46.81,94,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","여행 & 캠핑","일상 & 라이프스타일"
UCa5wO3P8B_ugXCz4mSstQeg,2269,9909,1770,2464,1.17,0.74,0,0,71.89,338,NULL,ASMR,"리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",엔터테인먼트,"일상 & 라이프스타일"
UCB0iI4S727iXExTQvEVG4UQ,37815,19904,30463,65086,1.77,3.5,-0.28,-1000,21.23,405,2,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","음식 & 음료"
UCB44fSGXvnBP6CVp10CenPg,40810,34736,28313,59268,0.2,0.31,3.36,4000,40.65,861,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UCBt6bEVqrKk2QAkr8ax2_Zg,1641,780,572,2077,2.32,1.94,2.36,30,71.05,411,NULL,브이로그,브이로그,"일상 & 라이프스타일","뷰티 & 메이크업",NULL,"일상 & 라이프스타일"
UCc_vOO8-XNMT8KmIVTEbt5g,211357,174810,225060,134233,1.52,1.43,-0.26,-2000,15.09,517,NULL,튜토리얼,브이로그,"뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UCceUWPM7SkvOmJ3bs9ZYJCw,94638,60825,92162,103033,0.67,1.42,-0.36,-1000,22.78,676,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","일상 & 라이프스타일","연애 & 결혼"
UCCPzWbjp13C6Xn4OCfyNmBA,8974,NULL,10477,2962,0.98,1.78,14.84,270,20,40,NULL,브이로그,브이로그,"일상 & 라이프스타일","일상 & 라이프스타일","뷰티 & 메이크업","음식 & 음료"
UCCZr7t-gZ62L056QOW3RXdQ,140107,92000,43723,143585,0.46,0.46,79.46,14700,96.52,201,NULL,브이로그,브이로그,"일상 & 라이프스타일","일상 & 라이프스타일",음악,"음식 & 음료"
UCD27FzNkOL6V_Lk2yOCimEA,76005,NULL,10150,83627,4.48,4.1,0.32,1000,89.63,482,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","연애 & 결혼","의료 & 건강"
UCDaYQyEp5BEbSo_gGUlFRaw,24630,7546,19260,29592,0.16,1.81,-0.64,-1000,51.97,406,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UCdLwMtqz0GwDXRPO_bgKwbw,87521,8925,724,88663,1.8,1.8,188.64,2490,98.7,77,NULL,NULL,"리뷰 & 언박싱",NULL,"뷰티 & 메이크업",NULL,"의료 & 건강"
UCduTIiPlLEaqtyGQ2u7H-vg,66645,40011,48438,72623,3.83,3.11,-1.2,-900,75.28,534,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","일상 & 라이프스타일","연애 & 결혼"
UCdYJuO2ZfqolsjSJ5H9cN8A,16399,497900,4124,18840,1.13,2.52,12,180,83.41,205,NULL,튜토리얼,"리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","일상 & 라이프스타일","패션 & 의류"
UCE--ZnMTAShrDI9Ui9uDnsw,12357,7440,1293,14459,1.38,1.33,23.27,840,84.04,213,NULL,브이로그,브이로그,"연애 & 결혼","일상 & 라이프스타일","일상 & 라이프스타일","뷰티 & 메이크업"
UCeB9L97iG06KNi6qeydbqPA,7180,2713,7082,7223,1.38,1.59,85.27,1100,69.46,239,NULL,튜토리얼,"리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,"여행 & 캠핑"
UCem0s_50gLmV91r_xMs3b6Q,19452,8369,23180,7267,1.66,2.62,1.86,600,23.43,350,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","의료 & 건강","의료 & 건강"
UCeMVG_xsUh7wJEHAic4G4AA,174517,104679,5745,238090,1.4,1.59,10.48,5700,72.64,307,NULL,튜토리얼,"리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","의료 & 건강","음식 & 음료"
UCeUNLuZSiWcAoIZZck4EnmA,2790,8903,4769,2159,0.51,1.48,2.26,30,75.83,211,NULL,브이로그,"리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","일상 & 라이프스타일","일상 & 라이프스타일"
UCEVbgB8g02Sc9r-2_R3sn9g,32668,40743,12775,36015,1.62,0.8,24.83,1850,85.6,243,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,"일상 & 라이프스타일"
UCeWt0uIMRQ7H96FGom3cvIg,46602,9184,14186,71663,1.51,3.33,10,1200,56.4,211,NULL,"리뷰 & 언박싱",꿀팁,"뷰티 & 메이크업","뷰티 & 메이크업","의료 & 건강","의료 & 건강"
UCf3ASM0FTr8YiTzdG6uqXRQ,26856,40352,949,28445,0.91,0.93,3.59,60,94.22,225,NULL,NULL,"리뷰 & 언박싱",NULL,"뷰티 & 메이크업",NULL,"연애 & 결혼"
UCfBmhzNH3c6HsPFzojjgvVQ,4299,3595,4544,2125,1.38,1.64,3.96,350,10.11,89,NULL,브이로그,하울,"패션 & 의류","패션 & 의류","리빙 & 인테리어",NULL
UCfIoeCmzOOJbRdrrGK47gCw,27279,212133,8891,29906,1.05,0.64,5.42,90,87.5,128,NULL,NULL,"리뷰 & 언박싱",NULL,"뷰티 & 메이크업",NULL,음악
UCfqoCzQ-aw-uMdLFm1khN5w,5326,1991,3032,5968,2.3,1.89,9.6,290,78.12,128,NULL,NULL,튜토리얼,NULL,"뷰티 & 메이크업",NULL,"여행 & 캠핑"
UCg7GWV9e0dOVp8EmOY34VoQ,23547,16490,19119,27003,0.89,0.88,4.15,1300,56.17,543,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UCggh84Wxw6yTuCu9Yl8BQGw,87352,7888,20000,87599,0.02,0.02,-1.83,-600,99.63,273,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","일상 & 라이프스타일","뷰티 & 메이크업",NULL,엔터테인먼트
UCGmfGSQ8cxpoSHKWYY7Tldg,3229,1588,5021,1097,0.63,1.83,2.92,50,45.13,226,NULL,하울,하울,"뷰티 & 메이크업","패션 & 의류","패션 & 의류","뷰티 & 메이크업"
UCGqfcm2F87BnqFs_Ivz62uQ,23456,15700,50724,20355,0.84,0.34,10.56,3800,89.79,431,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,"의료 & 건강"
UCGvdxEiObxX-dTbqSBCTrgg,9007,2944,11239,2870,2.58,2.75,8.21,320,26.67,30,NULL,튜토리얼,"리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,NULL
UCGwrWWUBx8qX0qO6rdo3wPg,6238,2099,4580,6403,1.37,1.37,0,0,90.91,99,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,"리빙 & 인테리어"
UCH2mJnztSdNh8ADp2KmtUMQ,353953,125641,169838,723798,1.22,1.2,1.36,8000,33.24,343,3,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UChaTUCM7bPBTJaIZQ83PNwQ,135100,190613,123149,157488,1.21,1.82,1.66,8000,34.8,954,3,"리뷰 & 언박싱",꿀팁,"뷰티 & 메이크업","뷰티 & 메이크업","일상 & 라이프스타일","의료 & 건강"
UChu6_3B_HBrfOnqCoLs984g,6422,NULL,12461,6031,0.22,0.22,12.79,380,93.92,148,NULL,"리뷰 & 언박싱",브이로그,"뷰티 & 메이크업",육아,NULL,"음식 & 음료"
UCI72yCqAWSvcmaVxnkBjv_Q,34588,36000,10204,36083,3.62,3.75,-1.02,-300,94.22,329,NULL,브이로그,토크,"일상 & 라이프스타일","취미 & 공예 & 디자인","취미 & 공예 & 디자인",엔터테인먼트
UCi88xf8_ZNb8Ir9CriltGwg,114499,63702,87875,145586,2.16,1.58,0,0,46.13,388,NULL,튜토리얼,튜토리얼,"뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UCiAzDHGJTIjlXZZKj9aErWw,22796,18134,22441,23442,1.21,1.68,6.99,4000,35.43,604,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","일상 & 라이프스타일","패션 & 의류"
UCIK2rP4CxgvBDAXv7tfL09A,3910,1848,5066,2404,0.69,0.61,9.74,190,43.42,76,NULL,브이로그,튜토리얼,"피트니스 & 다이어트","피트니스 & 다이어트","여행 & 캠핑","패션 & 의류"
UCiNqObR5Jlg_BpeH2-wB7AA,8148,NULL,8340,6530,1.59,2.13,6.59,410,10.64,94,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","여행 & 캠핑",NULL
UCirC89qa2jcPemolzoJ3ISQ,36300,NULL,47528,15916,1.11,3.38,2.82,14000,35.18,850,NULL,강의,"예능형 콘텐츠",엔터테인먼트,엔터테인먼트,"연애 & 결혼",게임
UCiV0Q71ZUrZeywW1SujhTVQ,49717,45495,56075,8388,1.49,1.34,0,0,13.33,120,NULL,브이로그,브이로그,"일상 & 라이프스타일","일상 & 라이프스타일","패션 & 의류",엔터테인먼트
UCj83T5taUG2jr2h0aPSPA3g,117860,49227,56334,192596,1,0.66,2.5,2200,45.15,392,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","여행 & 캠핑","일상 & 라이프스타일"
UCJqeM5wsT5iyd1I58dENr1w,7923,3257,7740,8237,1.37,2.11,3.56,250,36.76,185,NULL,브이로그,브이로그,"일상 & 라이프스타일","일상 & 라이프스타일","교육 & 커리어","여행 & 캠핑"
UCJtAFDmVo5_9dnobfV-rl1g,84454,115753,102670,22851,0.42,1.74,-0.97,-1000,22.82,815,1,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",엔터테인먼트,엔터테인먼트
UCK_SS-VZj0tQORGbdDnel8A,24731,22616,15255,35758,2.06,1.35,1.38,700,46.22,714,NULL,"리뷰 & 언박싱",튜토리얼,"뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UCKI6Y6C-aPWKic5vt9pkkFA,1012,NULL,988,1034,1.67,2.33,11.71,130,52.84,299,NULL,브이로그,브이로그,"일상 & 라이프스타일","뷰티 & 메이크업","여행 & 캠핑","일상 & 라이프스타일"
UClexyT3Cph6aNDgxa5-Ts6g,18485,3359,3567,23155,4.46,1.06,0,0,76.16,453,NULL,NULL,"리뷰 & 언박싱",NULL,"패션 & 의류",NULL,엔터테인먼트
