channel_id,average_views,average_views_ads,average_views_except_short,average_views_short,engagement_rate,engagement_rate_last_10,subs_growth_3_months,subs_growth_3_months_amount,short_ratio,total_videos,trend_count,format1_long,format1_short,topic1_long,topic1_short,topic2_long,topic2_short
UC2qz_dTtF_Z1Ef1NtvcpW3w,22817,16794,23581,6000,1.84,2.45,1.79,300,4.35,69,NULL,브이로그,브이로그,"뷰티 & 메이크업","뷰티 & 메이크업","일상 & 라이프스타일","음식 & 음료"
UC30j37FNLZvJy1LHiQed9lw,236841,190982,249114,229761,0.94,0.87,1.65,10000,63.41,287,2,브이로그,토크,"일상 & 라이프스타일","일상 & 라이프스타일","음식 & 음료","패션 & 의류"
UC31Pd2I6-D-Vp4QaCg_KF0g,69246,68827,70398,65983,0.19,0.22,21.2,11700,26.09,69,NULL,브이로그,튜토리얼,"뷰티 & 메이크업","뷰티 & 메이크업","일상 & 라이프스타일","패션 & 의류"
UC3d_8LhMCYir5GUu5_B3J5Q,71456,40739,77173,55450,1.26,1.84,0.52,500,26.32,285,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UC3EnbFx6mBs2QPJ_BYqQm6g,65682,26119,56108,106623,1,1.32,2.01,3000,18.95,401,NULL,튜토리얼,"리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","여행 & 캠핑",NULL
UC3jkPgokuuC2Djm2cFD-Uww,13542,14073,16118,9408,0.89,0.16,6.75,1700,38.38,284,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,NULL
UC3ZQbE9FKR8TwHYqTNcIXQQ,154269,92739,127372,255563,1.18,3.88,-0.49,-2000,20.98,672,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","의료 & 건강","패션 & 의류"
UC43EFvC4FNZD9ZAcWq3k2eA,59478,50060,61877,33511,1.69,1.29,2.58,5000,8.46,922,NULL,브이로그,브이로그,"여행 & 캠핑","패션 & 의류","일상 & 라이프스타일","뷰티 & 메이크업"
UC44-ed7y-H_emUBmXpmt4ig,17426,2810,558,18075,2.09,2.09,1.32,40,96.3,81,NULL,NULL,"리뷰 & 언박싱",NULL,"뷰티 & 메이크업",NULL,"일상 & 라이프스타일"
UC4JtVFtfTFEXdgLil-v0Fgg,72185,34226,74886,66835,4.18,2.55,0,0,33.55,471,NULL,브이로그,"리뷰 & 언박싱","일상 & 라이프스타일","뷰티 & 메이크업","연애 & 결혼","음식 & 음료"
UC4Mm8sgHW_2GwVdF7Do_nAA,7408,4300,6535,8247,1.42,2.94,29.01,470,52.31,65,NULL,브이로그,브이로그,"여행 & 캠핑","연애 & 결혼","일상 & 라이프스타일","일상 & 라이프스타일"
UC4oARkFkup27rHl7fEKoZ8w,138878,59231,186254,137020,4.93,4.93,9.24,3400,96.23,159,NULL,"리뷰 & 언박싱",튜토리얼,"뷰티 & 메이크업","뷰티 & 메이크업",NULL,"일상 & 라이프스타일"
