channel_id,average_views,average_views_ads,average_views_except_short,average_views_short,engagement_rate,engagement_rate_last_10,subs_growth_3_months,subs_growth_3_months_amount,short_ratio,total_videos,trend_count,format1_long,format1_short,topic1_long,topic1_short,topic2_long,topic2_short
UCb2wQgdDmoAbLdiBpJ8Ruiw,141638,146894,138639,169938,0.82,0.98,3.24,2900,9.58,167,NULL,브이로그,먹방,"음식 & 음료","음식 & 음료","일상 & 라이프스타일","뷰티 & 메이크업"
UCb8_UiUdnM9S7r1aYPAsSMw,115768,33948,82365,136428,0.33,1.37,2.65,4000,61.79,280,1,튜토리얼,"리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","의료 & 건강","의료 & 건강"
UCb8obEhuoWZjiGBKAucSs4Q,41953,NULL,42042,39500,7.77,6.47,3.83,3600,3.49,229,NULL,토크,브이로그,"사회 & 이슈","피트니스 & 다이어트","뉴스 & 정치",엔터테인먼트
UCBaVccwqFm7xl9WU5jBMILA,97467,NULL,82070,113964,0.92,1.78,12.07,3500,48.28,58,NULL,브이로그,브이로그,"여행 & 캠핑","연애 & 결혼","일상 & 라이프스타일","여행 & 캠핑"
UCbC6xq_zbNg7Ic-b8PmhpbQ,1844,1478,133,1854,0,0,0.99,100,99.38,162,NULL,NULL,"리뷰 & 언박싱",NULL,"리빙 & 인테리어",NULL,"음식 & 음료"
UCbCr61T2VVDefksr7UuTkaA,814,NULL,761,845,0.5,1.12,1.57,130,86.08,2959,NULL,NULL,브이로그,NULL,"음식 & 음료",NULL,"일상 & 라이프스타일"
UCbg8gIygyKV8a_locoYOp5g,3425,NULL,3425,NULL,7.58,7.85,0.9,80,NULL,196,NULL,토크,NULL,"뉴스 & 정치",NULL,"사회 & 이슈",NULL
UCBiYalNAp4sPQZHebDJMeLg,893599,NULL,1797,904475,1.56,1.56,13.81,5400,98.8,83,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","음식 & 음료","음식 & 음료",NULL,엔터테인먼트
UCbj8rj-bTbTV5FdkDr7O0Ew,9245,340,3178,11672,1.11,0.52,14.54,570,71.43,413,NULL,"리뷰 & 언박싱",챌린지,"패션 & 의류",음악,"여행 & 캠핑","패션 & 의류"
UCbp9_ijlMQsqWInAGtOtl1w,3827,NULL,4720,4400,0.63,0.86,3.68,1400,0.22,454,NULL,음악,NULL,음악,NULL,NULL,NULL
UCbPMLKzSCNeEhRy786Iyl-w,20511,NULL,12487,81338,7.66,8.05,-0.77,-1000,11.65,695,NULL,강의,토크,종교,"사회 & 이슈","뉴스 & 정치","뉴스 & 정치"
UCBqcI352Dc2ExKq1uSdwZvg,8322,NULL,4363,230000,0.27,0.05,4.5,1000,1.75,57,NULL,다큐멘터리,NULL,"IT & 전자기기",NULL,NULL,NULL
UCBRjQ4OELKYUpoGTr_em-Eg,4962,NULL,7660,3631,0.79,0.21,0.62,300,66.98,321,NULL,튜토리얼,튜토리얼,"취미 & 공예 & 디자인","취미 & 공예 & 디자인","레저 & 스포츠","피트니스 & 다이어트"
UCBTiJkU51Q2O4ydwZM5p0pQ,9784,NULL,7056,17044,10.62,3.83,6.57,5200,27.31,271,NULL,"리뷰 & 언박싱",예고편,엔터테인먼트,엔터테인먼트,음악,음악
UCBU8GKSd4NY0wCdcalbaltw,46775,16626,29847,76800,1.61,0.73,0,0,36.05,968,NULL,"리뷰 & 언박싱",튜토리얼,"음식 & 음료","음식 & 음료",NULL,NULL
UCbUNWAsGISwidbzNjr3BEiQ,139060,139435,148738,124908,0.96,0.87,1.86,4000,40.61,261,NULL,브이로그,브이로그,"일상 & 라이프스타일","뷰티 & 메이크업","뷰티 & 메이크업","일상 & 라이프스타일"
UCBvSNErHlbE-ivtPDDRvC-w,1470,NULL,1337,2230,1,1.11,-0.91,-60,14.95,194,NULL,음악,음악,음악,음악,NULL,NULL
UCbvVFf6f1NjAj2ItRlCnMEA,409243,NULL,468450,54000,3.94,3.94,NULL,NULL,14.29,7,NULL,브이로그,브이로그,"교육 & 커리어","일상 & 라이프스타일",NULL,NULL
UCbwLVDVY-_JWwuaHTKDVQEg,117111,73426,124928,114361,0.62,0.75,15.07,9600,73.97,73,NULL,브이로그,튜토리얼,"뷰티 & 메이크업","뷰티 & 메이크업","일상 & 라이프스타일","피트니스 & 다이어트"
UCbyIn7dGCQLxTuhKnprNuVA,873,1173,1029,778,1.06,1.54,2.62,50,62.08,327,NULL,NULL,"리뷰 & 언박싱",NULL,"음식 & 음료",NULL,"일상 & 라이프스타일"
UCc_vOO8-XNMT8KmIVTEbt5g,211357,174810,225060,134233,1.52,1.43,-0.26,-2000,15.09,517,NULL,튜토리얼,브이로그,"뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UCc1GXgZkCWqMigov81N58tw,548,NULL,139,800,2.08,0.77,4.99,220,61.81,851,NULL,강의,강의,"교육 & 커리어","교육 & 커리어",NULL,"음식 & 음료"
UCC2eYTm2w0O58u-VWeGZB2w,871,NULL,76,1064,5.31,2.35,0.39,20,80.44,271,NULL,커버영상,브이로그,음악,자동차,NULL,음악
UCc5FMPqRE3V8n3PjeAtL40w,1036,NULL,821,1995,1.92,3.62,0.57,50,18.27,985,NULL,튜토리얼,"예능형 콘텐츠","취미 & 공예 & 디자인",음악,"레저 & 스포츠","피트니스 & 다이어트"
UCc6XSynsIIHrNV8_FWE4ITA,19071,NULL,42727,9649,0.14,0.01,1.83,40,71.52,165,NULL,브이로그,브이로그,"사회 & 이슈","사회 & 이슈",육아,"일상 & 라이프스타일"
UCcA88_Z7wQWMoQ9bKwjuanA,109922,264382,198504,19033,4.59,3.86,0.8,10000,48.99,296,NULL,강의,튜토리얼,"교육 & 커리어","교육 & 커리어","사회 & 이슈","일상 & 라이프스타일"
UCCAwFKr7_tW_htbmUiYYRaw,4515,NULL,5100,4070,1.78,1.38,0.59,10,56.76,37,NULL,브이로그,브이로그,"여행 & 캠핑","음식 & 음료","일상 & 라이프스타일","일상 & 라이프스타일"
UCCbLh1zPuPC8pXGyUw2Xsaw,119493,NULL,163125,52760,0,0,7.17,22000,39.53,129,NULL,강의,인터뷰,"교육 & 커리어","교육 & 커리어","경제 & 경영",NULL
UCCBRfFrlyPlv6tcivYaYuSQ,5544,19927,5162,6412,0.13,0.18,9.35,3000,30.58,1272,NULL,튜토리얼,튜토리얼,"피트니스 & 다이어트","레저 & 스포츠","취미 & 공예 & 디자인","취미 & 공예 & 디자인"
UCcDw7g8A5y40i3N9rFznM4A,132309,NULL,24388705,54314,0.69,0.69,0,0,99.68,312,NULL,코미디,코미디,코미디,코미디,NULL,NULL
UCcjmCG5tTegWwqcSDSkDevQ,268155,570209,603092,156509,0.88,0.31,3.49,11000,75,308,26,브이로그,브이로그,"음식 & 음료","음식 & 음료","일상 & 라이프스타일","일상 & 라이프스타일"
UCckDy-3DD0bd9PiSjLwSAQA,33223,NULL,1802,33798,2.09,1.89,59.77,312000,98.2,3729,NULL,튜토리얼,튜토리얼,"뷰티 & 메이크업","뷰티 & 메이크업",NULL,"일상 & 라이프스타일"
UCcm-yqBUwigNyeCtZbk9-JA,766,NULL,589,890,12.76,10.92,8.38,440,58.83,957,NULL,튜토리얼,튜토리얼,"취미 & 공예 & 디자인","취미 & 공예 & 디자인","리빙 & 인테리어","일상 & 라이프스타일"
UCCn9DUIFswc09aqQPtRH0rw,4702,NULL,9432,2911,0.76,0.24,91.92,3980,72.99,596,NULL,브이로그,브이로그,"연애 & 결혼","일상 & 라이프스타일","일상 & 라이프스타일","연애 & 결혼"
UCcnIIv_VYMhzFqlB7vxfSYw,1105,NULL,89,1550,1.33,3.7,15.67,2100,69.56,3633,NULL,브이로그,뮤직비디오,"뉴스 & 정치",음악,"여행 & 캠핑","일상 & 라이프스타일"
UCCo53sdIow69Xp9v6ppJ7jQ,517,NULL,507,846,6.48,11.93,4.12,230,2.75,1275,NULL,강의,강의,종교,종교,NULL,음악
UCcoAzdRv9K6J-tZIIItBJdg,27610,NULL,210,59007,0.62,2.28,-0.91,-20,46.6,103,NULL,음악,NULL,음악,NULL,NULL,NULL
UCCPzWbjp13C6Xn4OCfyNmBA,8974,NULL,10477,2962,0.98,1.78,14.84,270,20,40,NULL,브이로그,브이로그,"일상 & 라이프스타일","일상 & 라이프스타일","뷰티 & 메이크업","음식 & 음료"
UCcQ3h0t8O3sBNSMhOh7JIoA,16092,59134,54145,6655,1.49,0.53,-0.24,-100,80.13,312,2,브이로그,토크,"일상 & 라이프스타일","일상 & 라이프스타일","교육 & 커리어","교육 & 커리어"
UCcQTRi69dsVYHN3exePtZ1A,22298,17680,19164,42311,1.17,1.87,1.7,60000,13.33,53662,28,"뉴스 & 정치","뉴스 & 정치","뉴스 & 정치","뉴스 & 정치","사회 & 이슈","사회 & 이슈"
UCCRGdPlx7Ljl3R5fYC8nP4Q,1619556,650284,1706789,1491489,0.77,0.59,0.23,2000,40.52,116,4,튜토리얼,튜토리얼,"취미 & 공예 & 디자인","취미 & 공예 & 디자인",게임,엔터테인먼트
UCCrRXTBfnO71IqilUNiDneA,2332,NULL,NULL,2332,NULL,NULL,2.75,50,100,107,NULL,NULL,브이로그,NULL,엔터테인먼트,NULL,"여행 & 캠핑"
UCCSBusSRUfkOdVGgKoaOldQ,4323,605,1296,6608,1.54,0.79,0.49,300,56.99,2067,NULL,튜토리얼,튜토리얼,"취미 & 공예 & 디자인","취미 & 공예 & 디자인","교육 & 커리어","교육 & 커리어"
UCCVVZUezWHBXoV84p68AFSA,776,54,161,1091,1.29,0.81,30.04,1340,66.17,2607,NULL,"뉴스 & 정치","뉴스 & 정치","뉴스 & 정치","뉴스 & 정치",NULL,NULL
UCCWcq0EVQvJrLxytlgGlDeg,761135,NULL,321070,764834,0.17,0.78,0.88,20000,99.17,2159,NULL,튜토리얼,다큐멘터리,"음식 & 음료","음식 & 음료",기타,"리빙 & 인테리어"
UCCXv6UDFMLtYJ-fed-O5M3g,194430,39923,179586,218410,0.04,0.22,4.99,4300,38.24,306,NULL,"리뷰 & 언박싱",토크,"패션 & 의류","패션 & 의류","뷰티 & 메이크업",엔터테인먼트
UCcZ7McBJAPWYTgTWr60xBmA,3014,2678,2768,3366,2.55,0.38,-10.74,-1600,41.24,371,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","피트니스 & 다이어트",엔터테인먼트
UCD-eqAD4zBuVx4IG8Kokmkw,1883,NULL,2525,NULL,37.04,185.64,6.25,70,NULL,285,NULL,음악,NULL,음악,NULL,NULL,NULL
UCd3YanYs7-tKwsGCCWsCt1A,23540,NULL,2201,24714,3.31,3.57,9.3,9100,94.79,1170,NULL,튜토리얼,챌린지,음악,음악,엔터테인먼트,엔터테인먼트
UCD843E90Vfg5H0-hsQ-fPQg,1309,NULL,665,1644,4.19,9.6,4.15,100,65.88,806,NULL,음악,튜토리얼,음악,음악,"피트니스 & 다이어트","피트니스 & 다이어트"
UCD9Ht6f2AZWzN4nGXME4w6A,3357,NULL,2280,4363,1.46,3.09,2.04,300,51.68,1372,NULL,튜토리얼,튜토리얼,"피트니스 & 다이어트","피트니스 & 다이어트","취미 & 공예 & 디자인","레저 & 스포츠"
UCdEkKjMLL_MnxTpO-iqsQkQ,275207,NULL,614498,21234,0,0.11,1.2,2000,57.19,299,NULL,"리뷰 & 언박싱",브이로그,엔터테인먼트,"여행 & 캠핑","여행 & 캠핑",엔터테인먼트
UCdeuu8Wzf5xPkgDv9UMQDOQ,11921,NULL,8598,45150,1.64,1.62,1.8,200,9.09,66,NULL,뮤직비디오,뮤직비디오,음악,엔터테인먼트,엔터테인먼트,음악
UCdgoV7195ulSwXHEbLkMzMg,2792,NULL,2595,3310,1.94,2.16,2.65,160,27.55,98,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","교육 & 커리어","교육 & 커리어",NULL,음악
UCDgwR9F59q1yafJvL914gnw,5360,NULL,7560,500,0.36,0.38,6.7,290,30.77,78,NULL,음악,NULL,음악,NULL,NULL,NULL
UCDjkAMGMzaYqmDuQUTD-vbQ,80147,NULL,150617,21248,0.17,0.5,4.08,2500,54.47,123,NULL,ASMR,튜토리얼,"의료 & 건강","의료 & 건강","피트니스 & 다이어트","피트니스 & 다이어트"
UCDKKPrByvoFyYW6fTC2fjXQ,5097,NULL,1315,7582,0.35,0.04,1624.2,91280,60.35,1589,NULL,게임,게임,게임,게임,NULL,NULL
UCdKlfON_xFvTSmPGmjk-wEQ,419,NULL,189,510,4.62,9.93,13.55,210,68.48,1913,NULL,음악,음악,음악,음악,"음식 & 음료","음식 & 음료"
UCdKXT-oXmXOubtC3rtPPiOQ,19378,NULL,20743,16307,0.92,2.16,0.9,2000,30.77,1365,NULL,튜토리얼,튜토리얼,"레저 & 스포츠","피트니스 & 다이어트","피트니스 & 다이어트","레저 & 스포츠"
UCdLwMtqz0GwDXRPO_bgKwbw,87521,8925,724,88663,1.8,1.8,188.64,2490,98.7,77,NULL,NULL,"리뷰 & 언박싱",NULL,"뷰티 & 메이크업",NULL,"의료 & 건강"
UCdMeT09aEFDCH0NghWV41HQ,1082707,1025505,1363195,945942,1.34,2.48,10.71,120000,65.87,208,35,"라이브 영상",토크,엔터테인먼트,엔터테인먼트,"뷰티 & 메이크업","일상 & 라이프스타일"
UCdN2U_X-m7LibaN_JK2PC8w,4315,3178,4342,3600,2.63,3.01,2.54,200,3.57,112,NULL,ASMR,"리뷰 & 언박싱","취미 & 공예 & 디자인","취미 & 공예 & 디자인","일상 & 라이프스타일",NULL
UCDnavRl81IuyYrGRFzJJRcw,5320,15259,5190,5492,1.47,0.31,28.57,3800,42.91,282,NULL,"리뷰 & 언박싱",브이로그,"IT & 전자기기","여행 & 캠핑","레저 & 스포츠","레저 & 스포츠"
UCDp9EOo82oRxbIyFk0BCV7A,231462,NULL,NULL,231462,NULL,NULL,5.94,420,100,178,NULL,NULL,강의,NULL,"의료 & 건강",NULL,"뷰티 & 메이크업"
UCdPliBUAybNUV7xdhJ2wYug,296,NULL,225,464,4.06,2.87,-0.96,-20,29.62,844,NULL,브이로그,토크,"일상 & 라이프스타일",기타,NULL,"교육 & 커리어"
UCDRyz4W3ZFMGFby3tfT1HVw,6823,NULL,2061,16759,3.47,2.66,5.22,280,32.39,71,NULL,다큐멘터리,다큐멘터리,"동물 (펫)","동물 (펫)",NULL,NULL
UCdSyGG-j_ORzUBS_VuUU4zQ,5053,NULL,5547,3496,0.12,1.45,0,0,23.14,968,NULL,음악,음악,음악,음악,NULL,NULL
UCDT33t5kxs8MkxkqV3MPJHQ,7773,5830,7773,NULL,0.04,0.14,-0.72,-1000,NULL,163,NULL,브이로그,NULL,"일상 & 라이프스타일",NULL,"여행 & 캠핑",NULL
UCduK8KBRQFH7UJZBfPGccTg,1950,NULL,1356,2211,1.92,1.33,5.12,270,69.5,1000,NULL,튜토리얼,튜토리얼,"레저 & 스포츠","레저 & 스포츠","피트니스 & 다이어트","피트니스 & 다이어트"
UCdwbxzlp9Zo3vSp1I0AXxdg,11018,15037,14070,1631,3.38,5.35,5.94,600,24.54,216,NULL,브이로그,브이로그,"일상 & 라이프스타일","동물 (펫)","동물 (펫)","여행 & 캠핑"
UCdYJuO2ZfqolsjSJ5H9cN8A,16399,497900,4124,18840,1.13,2.52,12,180,83.41,205,NULL,튜토리얼,"리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","일상 & 라이프스타일","패션 & 의류"
UCDZgzql5kw4aISIqVgD-K9w,10844,6426,22307,3674,0.33,1.25,3.49,600,61.52,408,NULL,토크쇼,토크,"의료 & 건강","의료 & 건강","피트니스 & 다이어트",엔터테인먼트
UCE3IKR3j4_BjeUT_WGg8MNQ,6576,3560,7054,5580,5.26,4.89,1.75,11000,33.53,9588,NULL,다큐멘터리,"예능형 콘텐츠",엔터테인먼트,엔터테인먼트,"패션 & 의류","패션 & 의류"
UCe5-Swsx8Su7Z7VIjW0QQdw,8636,NULL,1026,9469,1.63,1.63,-1.09,-200,90.14,71,NULL,NULL,토크,NULL,"일상 & 라이프스타일",NULL,기타
UCe52oeb7Xv_KaJsEzcKXJJg,43065,NULL,43748,26956,5.78,5.8,0,0,6.27,9442,54,음악,음악,음악,음악,NULL,NULL
UCE5tZKSDiRoFz0g9wQpChhw,1494,NULL,372,1703,1.28,1.36,5.76,540,84.33,4850,NULL,브이로그,브이로그,육아,육아,NULL,"일상 & 라이프스타일"
UCEAFk0yXcH73SLZnHZfJnRg,729,NULL,465,744,7.37,22.59,6.25,150,92.06,1197,NULL,브이로그,기타,"음식 & 음료","음식 & 음료","일상 & 라이프스타일",음악
UCeB_NPRMEMjttBlSN6stEog,56797,5560,34325,68855,2.93,0.6,4.52,900,65.08,126,NULL,브이로그,토크,"여행 & 캠핑","음식 & 음료","음식 & 음료","여행 & 캠핑"
UCeB1H2G-7DtM6h06-EEIzaA,1827,NULL,1712,2040,1.68,1.79,-0.22,-20,35.04,799,NULL,NULL,브이로그,NULL,"일상 & 라이프스타일",NULL,육아
UCeB9L97iG06KNi6qeydbqPA,7180,2713,7082,7223,1.38,1.59,85.27,1100,69.46,239,NULL,튜토리얼,"리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,"여행 & 캠핑"
UCEBb7-AsshOm8w1IuzYC_SQ,8003,17857,8826,6688,1.09,0.39,-0.69,-60,38.51,148,NULL,브이로그,브이로그,"피트니스 & 다이어트","뷰티 & 메이크업","여행 & 캠핑","피트니스 & 다이어트"
UCef6FpB7jL5OZVOJxN9EHjQ,7976,NULL,10842,5146,1.08,0.08,150.9,58700,41.7,283,NULL,음악,음악,음악,음악,NULL,NULL
UCEgniY2nuFVu2KMTHovg5Cg,14282,NULL,14850,12051,2.26,6.67,22.44,7000,44.36,381,NULL,"뉴스 & 정치","뉴스 & 정치","뉴스 & 정치","뉴스 & 정치",NULL,"사회 & 이슈"
UCEJ-f4hrXfRtwOlsI_J3dCA,2418,NULL,4624,530,0.33,0.38,1.44,200,53.89,386,NULL,챌린지,튜토리얼,"취미 & 공예 & 디자인","취미 & 공예 & 디자인",엔터테인먼트,"교육 & 커리어"
UCejtUitnpnf8Be-v5NuDSLw,56674,NULL,65105,18703,1.54,1.66,2.06,50000,15.38,949,15,예고편,"리뷰 & 언박싱",엔터테인먼트,게임,게임,엔터테인먼트
UCeL_E42kOWWSaJDAtkyu5eg,325992,NULL,11801,428152,0.83,0.33,10.81,7100,75.46,216,NULL,브이로그,브이로그,"패션 & 의류",엔터테인먼트,"음식 & 음료","일상 & 라이프스타일"
UCeL_FN2iufc8Uj4NSOifmRg,2455,NULL,2516,170,0.89,2.24,26.95,380,1.45,138,NULL,음악,음악,음악,음악,"피트니스 & 다이어트",NULL
UCepUWUpH45hRTi-QePdq1Bg,121939,80231,122900,120761,1.26,0.99,1.06,100000,39.7,7260,59,"예능형 콘텐츠",예고편,음악,엔터테인먼트,엔터테인먼트,음악
UCEQnIe_ddY6hvfq2PQYdERA,885,648,904,854,0.7,0.87,-0.24,-10,39.66,358,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",엔터테인먼트,"음식 & 음료"
UCes0P30BfsiaXYwN5LK3X9w,27101,190141,30587,10254,0.15,0.14,26.73,2700,17.14,35,NULL,브이로그,ASMR,"일상 & 라이프스타일","교육 & 커리어","뷰티 & 메이크업","뷰티 & 메이크업"
UCEsoo48umnqchZ65oszYHyg,9339,NULL,12606,3318,0.28,0.61,30.65,3800,15.37,436,NULL,음악,음악,음악,음악,NULL,NULL
UCeSqIzcs_kHyuBc3HKBKuhg,461877,439669,669214,433123,1.31,1.13,75.46,74400,87.82,156,NULL,코미디,코미디,코미디,코미디,NULL,NULL
UCeuDXPTV54EIM1G8ZOzZBrQ,323926,212661,261229,386200,0.99,1.58,4.7,14000,50.17,295,28,브이로그,토크,"일상 & 라이프스타일","일상 & 라이프스타일","연애 & 결혼","연애 & 결혼"
UCEVbgB8g02Sc9r-2_R3sn9g,32668,40743,12775,36015,1.62,0.8,24.83,1850,85.6,243,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,"일상 & 라이프스타일"
UCExFACxJNrrJnO0PhzUPl2g,8874,NULL,4515,20334,0.43,0.38,5.79,700,27.56,450,NULL,다큐멘터리,다큐멘터리,"레저 & 스포츠","레저 & 스포츠",게임,게임
UCezFq3xSBdYHPto5-mmJy4g,11610,NULL,7843,20425,0.53,4.61,54.96,5320,35.32,538,NULL,음악,음악,음악,음악,NULL,NULL
UCEzu3u0kRNE48TaSvNUFRdA,2499,NULL,2539,2455,1.37,2.05,4.19,380,47.81,935,NULL,튜토리얼,튜토리얼,"취미 & 공예 & 디자인","취미 & 공예 & 디자인","레저 & 스포츠","레저 & 스포츠"
UCF-EIhIdEWMXg8z6FuKFuQg,13191,18332,12914,14403,1.19,2.28,4.03,500,18.64,59,NULL,"리뷰 & 언박싱",브이로그,"뷰티 & 메이크업","패션 & 의류","패션 & 의류","뷰티 & 메이크업"
UCF1tsTUoLGHk_nuroMGvh8w,3856,1034,5011,819,2.12,3,2,800,18.3,962,NULL,"뉴스 & 정치",음악,"뉴스 & 정치",음악,음악,"뉴스 & 정치"
UCf4p7OruzuRGaSIqexjuiHQ,2320,NULL,7665,853,1.54,1.69,1.22,600,78.47,288,NULL,강의,튜토리얼,"교육 & 커리어","교육 & 커리어","일상 & 라이프스타일","음식 & 음료"
UCF6ZmKsxp2-Dxhq99hzkIAg,45265,NULL,20679,99947,3.22,1.44,11.31,19000,31.02,187,NULL,강의,토크,"교육 & 커리어","교육 & 커리어","사회 & 이슈","사회 & 이슈"
UCFCfQaWXzyLI3quXaHSOUfA,186,236,77,261,0.66,0,8.76,190,58.3,10316,NULL,커버영상,커버영상,음악,음악,"여행 & 캠핑",엔터테인먼트
UCfFxcJWFHcisvS946HhSaJw,302577,210447,151755,962036,1.77,1.73,1.84,6000,18.61,779,10,브이로그,브이로그,"일상 & 라이프스타일","동물 (펫)",육아,"일상 & 라이프스타일"
UCfGLwdghH0suSwDR53uvD6A,989,NULL,989,NULL,2.41,4.02,1.32,30,NULL,126,NULL,튜토리얼,NULL,"IT & 전자기기",NULL,NULL,NULL
UCFHUhezRh8kjIT15kzrKfWg,3027,NULL,4064,2856,1.3,1.99,34.65,700,85.84,113,NULL,강의,토크,"교육 & 커리어","의료 & 건강","의료 & 건강","일상 & 라이프스타일"
UCfIoeCmzOOJbRdrrGK47gCw,27279,212133,8891,29906,1.05,0.64,5.42,90,87.5,128,NULL,NULL,"리뷰 & 언박싱",NULL,"뷰티 & 메이크업",NULL,음악
UCfk0gwt3ATfkql_UvuA-lag,130489,83740,96281,174290,3.57,4.95,4.19,3400,43.85,244,NULL,브이로그,브이로그,육아,육아,"일상 & 라이프스타일","일상 & 라이프스타일"
UCfK6gDM5NwP1NJra4zYh0wA,695,106,430,862,0.88,0.43,0,0,61.31,137,NULL,토크,토크,"IT & 전자기기","음식 & 음료","사회 & 이슈",엔터테인먼트
UCfMOtq8f0rRvBTF_qLiNLlQ,95516,68788,94903,126143,0.88,1.46,1.94,3000,1.96,357,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","패션 & 의류","패션 & 의류","IT & 전자기기",NULL
UCfsU_mKz1RUt2YVHowdVgag,8954,2700,5062,26745,0.96,0.59,86.47,2300,17.95,39,NULL,브이로그,하울,"패션 & 의류","패션 & 의류","일상 & 라이프스타일","뷰티 & 메이크업"
UCFWCkebN8CAybspnCM22oDA,10499,NULL,10792,9775,0.4,0.06,13.56,160,28,100,NULL,자동차,자동차,자동차,자동차,NULL,NULL
UCFxTcCyo3BKGp61kVFP8anQ,456978,642,85844,537320,0.77,0.02,10.61,190000,82.21,4165,1,게임,게임,게임,게임,NULL,"동물 (펫)"
UCg_byd-UXCtQl2GC1Z1GW_A,284,NULL,269,498,4.02,5.66,8.91,180,6.96,819,NULL,튜토리얼,브이로그,"피트니스 & 다이어트","일상 & 라이프스타일","레저 & 스포츠",NULL
UCg0yPGUXMPsmjldrfQ1lDkQ,19588,2937,4214,23555,0.42,0.43,47.41,1280,79.49,117,NULL,NULL,"리뷰 & 언박싱",NULL,"뷰티 & 메이크업",NULL,"일상 & 라이프스타일"
UCG5LQP1b0ZGyiedDgdcRetg,14832,NULL,6735,21633,1.04,2.79,1.32,3000,54.35,804,NULL,튜토리얼,튜토리얼,"취미 & 공예 & 디자인","레저 & 스포츠","레저 & 스포츠","피트니스 & 다이어트"
UCg7GWV9e0dOVp8EmOY34VoQ,23547,16490,19119,27003,0.89,0.88,4.15,1300,56.17,543,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업","패션 & 의류","패션 & 의류"
UCG8NAPFQ0iGZNrNe69AnpRQ,26359,NULL,22287,NULL,0.25,0.36,13.67,350,NULL,52,NULL,음악,NULL,음악,NULL,NULL,NULL
UCG8tU5lHTYV2SJVxzB-40GA,50793,55367,67282,29210,2.62,1.01,0.77,4000,43.31,157,NULL,브이로그,브이로그,"일상 & 라이프스타일","패션 & 의류","패션 & 의류","뷰티 & 메이크업"
UCgAOPGiYLJ6FamAqEtiw8lA,19540,NULL,13940,26917,0.11,0.18,2.66,2200,43.15,146,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","음식 & 음료","음식 & 음료","리빙 & 인테리어","패션 & 의류"
UCggr09T2i34bO8cXWHU0_Tg,2471,486,3448,1054,1,1.63,0,0,40.79,152,NULL,음악,음악,음악,음악,NULL,NULL
UCgJTo8qbv55WUTA6BvkiVPQ,7032,2451,3726,8754,1.08,0.55,-0.44,-30,65.75,146,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,"일상 & 라이프스타일"
UCgLxLYJT_31ggZfg2dTpC1A,47983,NULL,2867434,42693,1.25,1.25,6.02,13000,99.81,534,NULL,NULL,브이로그,NULL,"일상 & 라이프스타일",NULL,"음식 & 음료"
UCgMCoc9r9i0sDpIsZbXJqvA,688,NULL,403,3416,2.28,1.88,9.4,110,9.55,764,NULL,자동차,브이로그,자동차,자동차,"일상 & 라이프스타일","일상 & 라이프스타일"
UCgMixiPSMWvAvip47k0ebVg,220,749,105,458,2.04,1.74,2.21,300,32.54,18001,NULL,브이로그,브이로그,엔터테인먼트,엔터테인먼트,"음식 & 음료","음식 & 음료"
UCgMLdbSHand7xT92CBU4prQ,2909,NULL,542,3477,3.85,10.39,9.41,400,80.65,827,NULL,튜토리얼,튜토리얼,음악,음악,"레저 & 스포츠","피트니스 & 다이어트"
UCgnqFIDTNWyAa5dOO3H_YJA,21232,256,1012,25167,2.22,4.01,-1.08,-40,83.71,178,NULL,자동차,브이로그,자동차,"음식 & 음료",NULL,"일상 & 라이프스타일"
UCGOmN3nk8pMefKbJX2i5wDg,1702,1005,1536,1803,1.8,0.76,3.7,80,61.92,751,NULL,브이로그,브이로그,육아,"일상 & 라이프스타일","일상 & 라이프스타일",육아
UCGqfcm2F87BnqFs_Ivz62uQ,23456,15700,50724,20355,0.84,0.34,10.56,3800,89.79,431,NULL,"리뷰 & 언박싱","리뷰 & 언박싱","뷰티 & 메이크업","뷰티 & 메이크업",NULL,"의료 & 건강"
UCgS0rnDEXuKdbAQC-TKMw0A,12904,78000,4150,15185,2.27,1.08,4.93,180,79.33,179,NULL,NULL,언박싱,NULL,엔터테인먼트,NULL,"취미 & 공예 & 디자인"
UCGt6u2SdqcEU9YFsIMonUeg,17272,NULL,16587,20474,0.45,0.23,-1.15,-1100,17.63,329,NULL,뮤직비디오,뮤직비디오,음악,음악,엔터테인먼트,엔터테인먼트
